employee_id,age,gender,marital_status,city,education_level,years_experience,weekly_hours,department,bonus_percentage,performance_score,overtime_hours,monthly_income,income_class
685,36.0,Female,Single,Jakarta,S2,18.0,32.1,Sales,8.8,71.2,8.4,12019,High
686,41.0,Female,Married,Jakarta,S1,11.0,41.7,Marketing,9.8,82.0,10.1,10266,High
687,33.0,Male,Single,Bandung,SMA,8.0,37.4,Sales,9.5,59.3,9.649999999999999,7734,Low
688,32.0,Male,Single,Bandung,D3,10.0,37.3,Finance,9.8,75.5,17.6,10134,High
689,41.0,Female,Divorced,Surabaya,S1,11.0,35.1,Sales,9.5,94.9,10.8,9637,High
690,39.0,Male,Single,Jakarta,S1,2.0,23.8,HR,10.3,76.6,8.7,3235,Low
691,32.0,Female,Married,Surabaya,D3,24.0,47.5,IT,14.5,76.1,2.8,13634,High
692,44.0,Female,Married,Surabaya,S1,13.0,35.0,IT,9.9,75.2,10.5,10996,High
693,26.0,Male,Single,Jakarta,SMA,11.0,37.9,HR,1.8,71.0,20.4,8114,Low
694,40.0,Female,Married,Jakarta,D3,13.0,32.7,IT,11.2,78.1,16.5,10624,High
695,40.0,Male,Married,Surabaya,S1,14.0,44.9,HR,10.3,82.8,10.9,11976,High
696,33.0,Male,Single,Bandung,S1,9.0,40.7,Marketing,9.9,71.7,11.5,8373,Low
697,38.0,Male,Single,Surabaya,S1,7.0,35.9,Sales,5.0,50.1,6.6,8040,Low
698,25.0,Female,Married,Jakarta,S1,13.0,38.0,IT,9.9,79.7,8.2,10825,High
699,42.0,Female,Single,Bandung,SMA,12.0,48.4,Marketing,7.8,96.3,9.6,11167,High
700,34.0,Male,Married,Surabaya,S1,6.0,39.6,IT,9.9,71.2,10.8,5247,Low
701,31.0,Female,Married,Jakarta,D3,17.0,39.1,Finance,9.9,60.3,15.1,12449,High
702,43.0,Male,Single,Bandung,SMA,11.0,35.3,HR,10.3,81.8,10.2,7786,Low
703,29.0,Female,Divorced,Bandung,SMA,14.0,39.8,HR,10.3,92.4,12.6,8957,Low
704,24.0,Female,Single,Bandung,D3,10.0,39.2,Unknown,9.9,80.3,5.0,12059,High
705,23.0,Female,Single,Jakarta,SMA,10.0,41.6,Finance,6.4,92.2,5.2,10626,High
706,40.0,Male,Married,Surabaya,D3,12.0,45.5,Sales,8.5,82.9,5.6,10915,High
707,25.0,Male,Single,Jakarta,SMA,14.0,28.8,Finance,11.3,82.1,9.5,10307,High
708,49.0,Male,Married,Jakarta,SMA,6.0,40.849999999999994,Finance,9.8,69.8,0.1,7208,Low
709,18.0,Male,Divorced,Bandung,S1,10.0,37.1,Unknown,9.8,77.9,10.0,7835,Low
710,49.0,Female,Single,Surabaya,D3,11.0,40.0,Sales,9.5,74.7,17.0,7922,Low
711,37.0,Male,Single,Bandung,D3,5.0,39.3,Finance,12.2,74.4,13.3,4674,Low
712,34.0,Male,Single,Jakarta,S1,22.0,39.4,IT,9.9,72.5,8.2,15170,High
713,37.5,Male,Married,Bandung,S1,3.0,40.45,IT,9.5,77.3,6.5,6691,Low
714,38.0,Female,Single,Jakarta,S1,4.0,35.5,Finance,10.7,62.0,14.0,6461,Low
715,35.0,Female,Single,Jakarta,D3,17.0,44.7,IT,8.7,83.1,11.5,12136,High
716,44.0,Male,Married,Jakarta,S1,14.0,42.2,Sales,9.5,66.2,8.8,12572,High
717,36.0,Male,Married,Bandung,SMA,5.0,38.4,Sales,9.7,72.5,7.1,8383,Low
718,36.0,Female,Single,Surabaya,SMA,13.0,48.0,IT,9.9,78.3,10.4,11908,High
719,32.0,Male,Divorced,Bandung,D3,17.0,47.8,Unknown,10.5,65.7,8.5,14765,High
720,35.0,Female,Single,Jakarta,S1,10.0,44.7,HR,9.9,55.3,13.9,10340,High
721,37.0,Female,Married,Bandung,SMA,23.0,24.9,Sales,18.8,71.2,16.2,13761,High
722,21.0,Male,Single,Jakarta,SMA,1.0,47.9,Unknown,9.9,60.7,3.2,4625,Low
723,24.0,Male,Married,Surabaya,SMA,13.0,44.0,Marketing,8.0,82.1,3.9,9284,High
724,32.0,Male,Single,Surabaya,S1,16.0,50.0,IT,12.1,63.5,16.7,12558,High
725,36.0,Female,Single,Jakarta,S1,14.0,46.2,IT,9.9,89.9,10.8,11382,High
726,34.0,Female,Single,Surabaya,SMA,9.0,47.9,Sales,9.1,74.9,4.3,9074,Low
727,35.0,Male,Divorced,Jakarta,S1,9.0,44.4,Sales,9.5,75.6,14.9,8827,Low
728,38.0,Male,Single,Bandung,S1,12.0,46.7,Marketing,9.9,55.2,11.7,8381,Low
729,36.0,Female,Single,Bandung,S1,14.0,50.0,Marketing,11.5,76.4,21.0,12776,High
730,29.0,Male,Married,Surabaya,SMA,13.0,41.1,Finance,9.8,74.2,8.8,11503,High
731,37.0,Male,Single,Surabaya,S1,15.0,32.1,HR,10.3,62.0,15.5,11085,High
732,27.0,Female,Married,Jakarta,D3,10.0,38.5,Finance,4.4,75.9,2.8,5177,Low
733,38.0,Female,Married,Surabaya,S1,9.0,41.9,IT,7.9,71.0,17.0,9062,Low
734,98.0,Male,Single,Surabaya,SMA,10.0,40.4,Sales,9.5,72.8,3.7,6560,Low
735,43.0,Male,Married,Surabaya,D3,8.0,33.8,Finance,9.8,75.3,18.0,7851,Low
736,-10.0,Female,Single,Jakarta,D3,15.0,31.8,Sales,4.8,70.3,15.6,12236,High
737,37.0,Male,Married,Bandung,S1,11.0,36.3,Sales,9.5,77.5,9.5,8951,Low
738,43.0,Female,Married,Jakarta,SMA,23.0,44.0,Finance,12.1,74.1,4.1,16085,High
739,48.0,Female,Married,Jakarta,S1,11.0,47.9,Finance,9.8,79.7,7.0,9426,High
740,43.0,Male,Single,Surabaya,SMA,10.0,44.6,Marketing,9.9,69.7,1.2,10380,High
741,20.0,Female,Single,Bandung,S1,11.0,40.7,HR,10.3,64.4,5.4,10731,High
742,25.0,Male,Married,Jakarta,S1,7.0,39.6,Marketing,11.9,67.9,12.1,7676,Low
743,30.0,Female,Married,Surabaya,S1,10.0,31.3,HR,13.7,89.4,9.8,7076,Low
744,35.0,Female,Single,Jakarta,S1,16.0,37.7,Finance,8.9,84.6,8.9,11089,High
745,39.0,Female,Single,Surabaya,S1,11.0,38.7,HR,10.3,87.1,6.0,7539,Low
746,29.0,Female,Divorced,Bandung,D3,6.0,37.5,IT,9.9,87.8,10.149999999999999,6056,Low
747,36.0,Male,Married,Bandung,S1,5.0,40.3,Marketing,7.0,70.3,10.9,7237,Low
748,29.0,Male,Married,Surabaya,SMA,8.0,42.2,Marketing,9.9,78.0,11.9,8616,Low
749,30.0,Male,Married,Jakarta,S1,10.0,44.3,Marketing,9.1,75.8,5.0,9586,High
750,24.0,Female,Single,Jakarta,S1,16.0,38.6,Sales,9.0,81.6,7.3,13345,High
751,28.0,Female,Married,Bandung,D3,3.0,30.5,Sales,10.4,72.1,17.7,4853,Low
752,24.0,Male,Married,Jakarta,D3,8.0,37.6,Finance,9.8,75.9,15.8,7181,Low
753,34.0,Female,Single,Surabaya,D3,11.0,40.2,Finance,9.8,75.7,2.6,8822,Low
754,43.0,Male,Married,Surabaya,S1,1.0,46.1,Sales,9.5,80.3,9.6,4880,Low
755,27.0,Female,Married,Surabaya,S2,6.0,37.2,Marketing,9.9,81.6,17.3,6266,Low
756,56.0,Male,Divorced,Bandung,S1,7.0,42.6,Sales,12.8,75.9,8.9,8709,Low
757,34.0,Female,Single,Bandung,S1,6.0,39.8,HR,9.4,76.2,8.7,7566,Low
758,36.0,Male,Married,Bandung,S2,11.0,40.2,Marketing,9.9,77.3,15.5,9202,High
759,34.0,Male,Single,Surabaya,SMA,9.0,44.7,Sales,9.5,91.5,14.9,8684,Low
760,41.0,Male,Married,Bandung,SMA,7.0,110.1,Finance,9.8,57.7,14.7,15212,High
761,35.0,Male,Single,Surabaya,S1,12.0,37.1,Sales,9.5,65.3,8.7,10723,High
762,36.0,Male,Married,Jakarta,S1,19.0,39.9,IT,7.4,81.7,13.3,11651,High
763,55.0,Male,Single,Bandung,S1,18.0,36.8,Sales,9.5,77.7,17.5,12509,High
764,34.0,Male,Married,Jakarta,D3,0.0,42.5,Marketing,9.9,77.6,9.8,4345,Low
765,44.0,Female,Married,Jakarta,SMA,13.0,36.4,Sales,9.5,81.7,8.0,10692,High
766,29.0,Female,Married,Bandung,D3,9.0,41.1,Finance,13.0,77.1,16.2,8726,Low
767,35.0,Female,Single,Bandung,SMA,11.0,39.5,HR,10.3,69.4,20.2,9857,High
768,49.0,Female,Single,Jakarta,SMA,10.0,41.1,Unknown,9.9,81.3,20.6,7871,Low
769,30.0,Male,Married,Jakarta,S1,11.0,37.7,Marketing,8.2,75.2,8.1,8464,Low
770,49.0,Female,Married,Jakarta,SMA,11.0,38.3,Finance,9.8,70.5,8.6,10115,High
771,41.0,Male,Single,Surabaya,S1,7.0,40.5,IT,5.2,81.9,4.9,8364,Low
772,31.0,Male,Married,Jakarta,D3,6.0,41.0,Sales,9.5,81.5,10.6,7753,Low
773,40.0,Male,Single,Surabaya,S1,8.0,40.0,IT,6.6,77.1,4.6,8828,Low
774,43.0,Male,Married,Bandung,SMA,10.0,48.5,HR,12.2,92.2,7.4,9381,High
775,40.0,Male,Single,Jakarta,D3,13.0,35.0,IT,7.0,88.3,13.5,9497,High
776,22.0,Male,Single,Bandung,SMA,14.0,39.7,IT,9.9,85.0,11.9,12088,High
777,29.0,Male,Divorced,Jakarta,S2,8.0,32.1,Sales,16.6,100.7,0.9,7569,Low
778,33.0,Male,Married,Bandung,S1,11.0,41.9,Sales,9.5,73.5,17.9,9742,High
779,34.0,Female,Married,Jakarta,D3,15.0,34.4,Marketing,9.9,70.4,9.850000000000001,10690,High
780,40.0,Female,Single,Surabaya,SMA,16.0,38.6,Sales,9.5,83.6,5.2,13129,High
781,36.0,Female,Single,Bandung,S2,10.0,38.1,IT,9.9,72.5,3.8,7044,Low
782,24.0,Male,Married,Bandung,D3,9.0,41.4,HR,10.3,75.1,6.7,8935,Low
783,38.0,Male,Single,Jakarta,SMA,11.0,37.2,Sales,8.3,65.1,9.9,9157,High
784,40.0,Female,Single,Surabaya,S1,4.0,37.0,Marketing,16.0,81.1,5.6,4450,Low
785,39.0,Male,Single,Surabaya,S2,9.0,47.2,Marketing,9.9,60.3,2.3,10835,High
786,44.0,Female,Single,Surabaya,SMA,14.0,41.4,IT,9.9,74.0,10.6,8452,Low
787,42.0,Female,Single,Jakarta,SMA,13.0,37.2,Sales,9.5,74.8,11.2,10341,High
788,39.0,Male,Married,Bandung,S2,9.0,38.7,Sales,6.4,70.6,21.2,8903,Low
789,34.0,Male,Married,Jakarta,SMA,11.0,48.2,Marketing,14.8,57.4,12.4,9348,High
790,22.0,Female,Married,Surabaya,SMA,6.0,38.8,Sales,8.0,57.4,7.5,7160,Low
791,38.0,Male,Single,Surabaya,S1,14.0,36.6,IT,11.5,67.5,4.0,10431,High
792,37.0,Male,Married,Bandung,S1,10.0,36.6,Unknown,8.6,80.4,9.5,9646,High
793,32.0,Female,Single,Jakarta,D3,9.0,37.3,IT,8.2,77.9,12.2,11739,High
794,25.0,Female,Single,Jakarta,S2,8.0,37.0,Sales,4.3,74.8,7.5,8041,Low
795,26.0,Female,Single,Surabaya,S1,10.0,33.6,IT,11.8,66.2,10.3,8964,Low
796,43.0,Male,Married,Bandung,SMA,8.0,34.4,Finance,9.8,78.4,19.5,6463,Low
797,35.0,Female,Married,Bandung,S2,10.0,35.9,Finance,9.8,57.0,8.1,10300,High
798,40.0,Male,Single,Surabaya,D3,8.0,128.9,Sales,9.5,51.0,0.6,16514,High
799,37.5,Male,Divorced,Jakarta,SMA,18.0,38.1,Sales,9.5,72.6,14.4,13588,High
800,35.0,Female,Married,Jakarta,S1,17.0,39.0,HR,5.1,69.5,11.6,10970,High
801,43.0,Male,Single,Bandung,D3,6.0,46.4,IT,13.7,85.1,9.95,6562,Low
802,31.0,Female,Single,Bandung,SMA,10.0,46.5,HR,7.3,76.6,12.1,10828,High
803,36.0,Other,Divorced,Surabaya,SMA,7.0,38.6,Sales,9.5,91.5,9.9,7569,Low
804,31.0,Female,Single,Bandung,D3,8.0,36.8,Sales,10.7,69.5,12.2,9008,Low
805,32.0,Female,Married,Jakarta,S1,20.0,35.7,Marketing,6.9,79.9,19.5,13932,High
806,33.0,Female,Divorced,Jakarta,S1,8.0,43.5,HR,7.9,72.5,9.1,8856,Low
807,37.0,Female,Married,Bandung,S2,12.0,39.0,Sales,11.1,88.8,15.4,9588,High
808,31.0,Female,Married,Surabaya,SMA,13.0,38.1,Finance,2.7,73.0,3.9,10113,High
809,45.0,Male,Married,Jakarta,SMA,5.0,35.9,Marketing,14.9,83.5,2.4,7058,Low
810,28.0,Female,Married,Jakarta,SMA,6.0,39.8,IT,10.1,64.2,20.1,6472,Low
811,34.0,Male,Married,Surabaya,SMA,10.0,41.6,Marketing,6.1,70.8,9.850000000000001,7344,Low
812,31.0,Female,Single,Bandung,SMA,6.0,33.4,IT,6.9,74.2,13.2,6232,Low
813,47.0,Female,Married,Jakarta,S1,4.0,45.0,Finance,13.0,87.6,15.8,5318,Low
814,37.0,Female,Divorced,Jakarta,S2,10.0,37.3,Unknown,9.9,53.0,7.4,8962,Low
815,34.0,Female,Married,Surabaya,S2,10.0,39.3,HR,10.3,71.7,14.1,13753,High
816,23.0,Female,Married,Bandung,SMA,11.0,33.3,Unknown,9.9,71.3,13.4,9747,High
817,37.0,Female,Married,Surabaya,S1,3.0,39.9,IT,9.9,54.2,3.5,4829,Low
818,42.0,Female,Married,Surabaya,D3,7.0,38.4,Marketing,9.9,70.4,17.6,8068,Low
819,36.0,Male,Single,Bandung,SMA,8.0,40.4,Finance,12.1,59.6,16.5,8076,Low
820,44.0,Male,Married,Jakarta,S1,5.0,47.4,IT,13.4,51.7,9.95,7842,Low
821,31.0,Male,Divorced,Surabaya,S1,14.0,40.9,HR,7.8,72.4,11.0,10799,High
822,46.0,Female,Single,Jakarta,SMA,14.0,40.1,Marketing,9.9,72.0,8.8,10786,High
823,53.0,Male,Divorced,Jakarta,D3,4.0,36.4,Finance,8.2,72.6,17.1,6583,Low
824,38.0,Male,Divorced,Jakarta,SMA,14.0,43.0,Finance,9.8,77.5,2.9,11280,High
825,38.0,Male,Divorced,Jakarta,S1,18.0,46.5,Sales,12.1,66.2,28.0,13124,High
826,47.0,Male,Married,Surabaya,D3,20.0,41.4,HR,10.3,92.9,9.6,12323,High
827,48.0,Male,Single,Bandung,S2,24.0,43.4,Marketing,9.9,74.7,13.7,16886,High
828,31.0,Male,Married,Jakarta,SMA,5.0,43.0,Marketing,9.9,87.9,16.9,6033,Low
829,32.0,Male,Single,Jakarta,D3,24.0,47.1,HR,9.1,58.2,9.0,16189,High
830,33.0,Female,Single,Jakarta,D3,10.0,30.3,Finance,9.8,66.7,9.4,5954,Low
831,35.0,Male,Divorced,Bandung,S1,7.0,43.3,Unknown,9.9,81.9,9.850000000000001,7604,Low
832,34.0,Female,Married,Jakarta,D3,12.0,39.8,HR,10.3,72.7,9.850000000000001,12589,High
833,27.0,Female,Single,Bandung,S1,7.0,39.349999999999994,Marketing,6.5,64.3,11.4,7183,Low
834,38.0,Male,Single,Surabaya,S1,12.0,35.6,HR,6.9,56.6,9.3,8913,Low
835,35.0,Male,Married,Bandung,S2,3.0,35.7,Finance,12.8,82.3,7.5,4618,Low
836,37.0,Female,Married,Jakarta,S1,9.0,36.4,Sales,8.2,81.5,7.7,6697,Low
837,47.0,Male,Married,Surabaya,S1,16.0,37.6,Sales,8.5,77.4,12.9,10629,High
838,27.0,Female,Single,Bandung,S1,10.0,41.2,IT,12.9,70.0,10.149999999999999,7832,Low
839,43.0,Male,Married,Jakarta,S1,11.0,44.3,IT,9.9,63.9,8.8,10203,High
840,33.0,Female,Single,Surabaya,D3,10.0,45.4,Finance,10.8,74.5,14.5,10987,High
841,35.0,Other,Single,Surabaya,D3,16.0,35.8,IT,10.1,61.8,11.2,11659,High
842,40.0,Female,Married,Bandung,D3,2.0,35.8,Sales,9.5,67.5,4.8,4947,Low
843,26.0,Female,Married,Jakarta,D3,10.0,46.6,Finance,8.4,87.6,9.9,10392,High
844,38.0,Female,Married,Bandung,SMA,9.0,43.2,Finance,8.3,56.5,12.2,7675,Low
845,36.0,Female,Married,Surabaya,S2,11.0,40.4,Finance,6.8,81.8,14.9,8387,Low
846,39.0,Female,Married,Surabaya,D3,15.0,42.4,HR,11.4,89.9,6.2,10538,High
847,37.0,Male,Divorced,Jakarta,SMA,4.0,40.45,IT,8.0,83.2,9.95,14314,High
848,55.0,Male,Married,Surabaya,S1,5.0,42.6,Marketing,9.9,79.0,6.5,8776,Low
849,30.0,Male,Married,Jakarta,SMA,0.0,38.3,Sales,9.3,70.4,6.8,2785,Low
850,31.0,Other,Single,Bandung,SMA,7.0,41.3,IT,6.8,68.5,12.0,7292,Low
851,37.5,Male,Married,Surabaya,SMA,17.0,32.4,Sales,9.3,52.5,13.0,11948,High
852,31.0,Male,Divorced,Surabaya,D3,9.0,36.6,IT,9.9,75.4,15.3,7877,Low
853,30.0,Female,Single,Jakarta,D3,3.0,39.349999999999994,Marketing,9.9,71.0,9.5,5494,Low
854,45.0,Male,Married,Jakarta,S1,8.0,38.1,Unknown,9.9,68.0,3.0,7237,Low
855,35.0,Female,Single,Bandung,S1,3.0,35.4,Unknown,9.9,74.8,13.3,4356,Low
856,28.0,Female,Single,Jakarta,D3,4.0,37.3,Sales,9.5,75.6,10.8,5551,Low
857,28.0,Female,Married,Surabaya,D3,12.0,32.4,HR,11.5,68.6,10.3,9569,High
858,39.0,Female,Single,Bandung,D3,4.0,42.7,HR,10.3,91.1,3.6,7557,Low
859,38.0,Female,Single,Bandung,S1,16.0,39.6,Sales,9.5,82.3,9.0,12335,High
860,40.0,Female,Married,Bandung,SMA,10.0,39.8,Sales,9.5,84.0,4.0,7895,Low
861,37.0,Male,Married,Jakarta,SMA,10.0,35.8,Unknown,13.0,74.0,12.4,9413,High
862,23.0,Male,Married,Jakarta,S1,9.0,41.7,Finance,14.6,80.1,7.9,9668,High
863,47.0,Male,Divorced,Surabaya,D3,14.0,37.3,Sales,14.6,66.0,7.4,10425,High
864,49.0,Female,Married,Bandung,SMA,14.0,36.5,IT,9.9,81.7,2.3,10506,High
865,30.0,Female,Married,Bandung,SMA,12.0,39.6,IT,12.9,73.0,15.1,9536,High
866,32.0,Male,Married,Bandung,S2,13.0,41.7,IT,9.9,64.8,10.149999999999999,11493,High
867,37.0,Female,Married,Surabaya,S1,9.0,32.8,HR,7.5,74.8,10.4,7856,Low
868,38.0,Female,Single,Jakarta,S1,13.0,42.8,Marketing,8.9,72.1,6.3,9370,High
869,118.0,Male,Single,Bandung,D3,8.0,36.0,HR,10.3,98.2,1.7,8006,Low
870,51.0,Male,Divorced,Jakarta,S1,10.0,39.9,IT,14.0,79.4,7.3,10481,High
871,34.0,Female,Single,Jakarta,S2,9.0,40.0,Sales,9.5,90.8,8.1,10051,High
872,29.0,Female,Single,Jakarta,S2,8.0,37.4,IT,9.9,86.3,11.5,7257,Low
873,24.0,Male,Married,Jakarta,SMA,7.0,34.9,Sales,9.5,75.4,8.2,6292,Low
874,29.0,Female,Divorced,Jakarta,S1,12.0,38.6,Marketing,9.9,70.6,6.4,11755,High
875,35.0,Male,Single,Surabaya,SMA,17.0,48.1,Finance,8.5,57.6,2.5,14879,High
876,49.0,Female,Married,Jakarta,SMA,16.0,33.2,Sales,6.1,66.3,10.2,11786,High
877,31.0,Male,Single,Bandung,S1,4.0,48.5,HR,10.3,81.6,6.0,5134,Low
878,37.0,Female,Married,Bandung,D3,16.0,38.7,IT,13.3,72.0,16.6,11264,High
879,35.0,Female,Married,Bandung,S2,8.0,40.2,IT,10.6,78.8,9.95,6924,Low
880,45.0,Female,Single,Surabaya,SMA,13.0,34.6,IT,9.9,54.7,12.8,11769,High
881,55.0,Female,Divorced,Jakarta,S1,5.0,36.1,Sales,11.3,79.5,8.8,4589,Low
882,31.0,Male,Married,Bandung,S2,11.0,39.349999999999994,Marketing,10.6,86.0,11.0,11052,High
883,31.0,Female,Single,Bandung,S2,12.0,34.8,Sales,9.5,57.2,5.5,9372,High
884,43.0,Male,Single,Bandung,SMA,3.0,39.0,HR,8.8,78.7,4.1,4198,Low
885,40.0,Male,Single,Jakarta,D3,13.0,38.0,IT,15.9,88.4,10.1,11283,High
886,50.0,Female,Married,Bandung,S1,17.0,49.3,Sales,18.0,91.8,12.9,14055,High
887,40.0,Male,Single,Jakarta,SMA,9.0,34.2,IT,14.7,70.0,0.3,6651,Low
888,32.0,Male,Single,Bandung,S2,17.0,40.5,HR,11.4,82.8,7.5,12526,High
889,40.0,Female,Married,Bandung,S2,9.0,41.2,Finance,9.0,89.3,10.7,9999,High
890,44.0,Female,Single,Jakarta,SMA,14.0,34.6,Finance,7.6,79.0,12.4,10055,High
891,42.0,Female,Single,Bandung,SMA,1.0,43.4,Finance,7.8,87.9,17.7,6523,Low
892,39.0,Female,Married,Surabaya,SMA,22.0,38.0,IT,8.3,74.6,6.8,14056,High
893,44.0,Other,Single,Jakarta,S2,17.0,27.5,Sales,9.5,78.9,7.7,9632,High
894,44.0,Female,Married,Bandung,SMA,9.0,43.3,IT,9.9,68.8,14.8,8875,Low
895,46.0,Female,Divorced,Surabaya,D3,0.0,34.4,Marketing,12.2,73.4,13.1,1981,Low
896,40.0,Male,Married,Surabaya,D3,11.0,34.8,Sales,7.1,79.3,9.5,9101,High
897,34.0,Female,Married,Jakarta,S1,3.0,43.4,HR,10.3,68.0,9.1,5849,Low
898,36.0,Male,Married,Bandung,SMA,12.0,38.3,Finance,9.8,72.8,15.8,9067,Low
899,45.0,Female,Married,Jakarta,SMA,12.0,44.6,Sales,3.5,82.6,22.6,12338,High
900,28.0,Female,Single,Surabaya,S2,5.0,46.1,Sales,9.5,95.5,2.1,7101,Low
901,38.0,Male,Single,Surabaya,S2,16.0,36.8,Unknown,7.5,54.5,17.0,12542,High
902,32.0,Female,Married,Jakarta,S1,14.0,44.0,HR,7.6,94.8,7.7,12325,High
903,35.0,Female,Single,Jakarta,SMA,15.0,36.2,IT,9.2,72.4,8.3,12883,High
904,45.0,Female,Married,Bandung,D3,10.0,51.2,Unknown,9.9,84.6,11.3,8907,Low
905,37.0,Male,Married,Surabaya,S1,3.0,36.5,Sales,9.5,86.6,4.0,3396,Low
906,35.0,Female,Single,Jakarta,SMA,15.0,45.1,Finance,9.8,90.6,9.8,13737,High
907,24.0,Male,Married,Surabaya,S2,9.0,44.2,Marketing,4.4,67.7,1.9,9503,High
908,41.0,Female,Married,Jakarta,S1,3.0,41.6,HR,14.6,72.7,12.4,5784,Low
909,40.0,Male,Single,Bandung,SMA,17.0,36.6,IT,7.0,74.5,21.2,12031,High
910,52.0,Male,Married,Surabaya,S2,20.0,39.2,HR,7.1,71.4,6.8,13614,High
911,35.0,Male,Single,Bandung,S2,10.0,29.2,HR,9.0,88.2,9.2,8784,Low
912,37.0,Male,Married,Bandung,SMA,21.0,41.1,HR,9.7,74.2,10.2,13168,High
913,37.0,Female,Married,Surabaya,S1,10.0,41.7,Finance,14.4,58.8,14.9,9652,High
914,48.0,Male,Married,Jakarta,D3,8.0,40.7,Finance,10.8,68.7,12.0,9098,High
915,34.0,Female,Single,Bandung,D3,7.0,25.1,Finance,11.7,59.2,14.6,6757,Low
916,37.0,Other,Single,Bandung,SMA,18.0,33.7,Sales,10.8,72.7,7.5,12296,High
917,40.0,Female,Divorced,Surabaya,S1,6.0,36.3,Finance,10.7,81.7,12.2,6623,Low
918,36.0,Male,Married,Surabaya,S2,14.0,41.5,Sales,10.9,68.5,6.8,12432,High
919,31.0,Female,Married,Surabaya,S1,7.0,41.4,IT,9.9,71.0,10.149999999999999,8227,Low
920,37.0,Male,Divorced,Bandung,SMA,8.0,39.1,IT,9.3,72.3,3.9,9670,High
921,44.0,Male,Married,Jakarta,S1,15.0,40.45,IT,13.5,76.4,8.4,10075,High
922,27.0,Female,Single,Jakarta,D3,8.0,34.9,IT,9.9,80.2,10.149999999999999,8394,Low
923,36.0,Male,Married,Surabaya,S1,8.0,43.1,IT,9.9,83.1,2.3,7494,Low
924,29.0,Female,Divorced,Bandung,D3,16.0,42.4,Finance,9.8,97.6,15.4,12164,High
925,45.0,Male,Single,Bandung,SMA,18.0,41.9,Marketing,9.9,76.2,10.2,14565,High
926,36.0,Male,Married,Bandung,SMA,13.0,39.1,Finance,9.8,82.4,17.3,9407,High
927,31.0,Male,Divorced,Surabaya,S1,7.0,49.2,Marketing,9.9,59.1,5.5,10531,High
928,38.0,Female,Single,Bandung,SMA,7.0,42.5,Finance,9.8,71.2,10.7,8852,Low
929,48.0,Male,Single,Bandung,S1,10.0,35.2,IT,5.8,72.3,9.9,9095,High
930,34.0,Male,Married,Jakarta,SMA,12.0,41.2,HR,9.0,64.8,12.9,9192,High
931,31.0,Female,Single,Surabaya,D3,5.0,43.8,Marketing,9.9,69.6,13.4,6697,Low
932,50.0,Female,Married,Surabaya,D3,14.0,37.1,HR,10.3,73.9,4.3,10348,High
933,23.0,Female,Married,Surabaya,S2,10.0,45.4,IT,9.9,70.0,1.9,8312,Low
934,34.5,Male,Single,Bandung,S2,10.0,41.9,Marketing,12.0,101.0,8.4,5785,Low
935,39.0,Male,Married,Bandung,SMA,5.0,28.3,Unknown,10.1,80.1,12.6,4924,Low
936,31.0,Female,Single,Jakarta,D3,7.0,40.0,Finance,10.8,95.0,12.3,7474,Low
937,27.0,Female,Single,Surabaya,SMA,10.0,38.0,IT,12.9,89.9,10.149999999999999,8672,Low
938,41.0,Female,Single,Bandung,S1,19.0,42.7,Unknown,6.2,68.6,8.1,13554,High
939,37.0,Female,Married,Jakarta,D3,11.0,44.7,Finance,12.4,75.4,0.8,10503,High
940,30.0,Male,Single,Bandung,S2,6.0,41.0,IT,8.3,70.7,16.0,6475,Low
941,25.0,Male,Single,Bandung,S2,11.0,48.3,Marketing,13.3,73.4,11.0,11351,High
942,42.0,Female,Divorced,Surabaya,D3,8.0,39.1,Sales,9.5,65.2,11.4,7315,Low
943,40.0,Male,Divorced,Surabaya,D3,12.0,43.1,Sales,9.4,70.6,13.8,10284,High
944,34.0,Other,Single,Bandung,S1,13.0,44.0,IT,8.2,78.6,16.3,9596,High
945,50.0,Male,Single,Bandung,S1,16.0,39.5,Sales,12.5,78.3,9.9,13023,High
946,26.0,Female,Married,Bandung,SMA,10.0,43.9,HR,10.3,77.5,15.9,10715,High
947,35.0,Male,Married,Bandung,D3,10.0,37.0,Marketing,9.9,74.4,12.8,13419,High
948,29.0,Male,Divorced,Bandung,D3,15.0,37.9,Finance,6.6,83.6,6.7,11459,High
949,35.0,Female,Single,Surabaya,SMA,6.0,33.4,Finance,9.8,72.4,8.8,6308,Low
950,37.0,Female,Single,Surabaya,SMA,10.0,41.2,IT,9.9,88.9,13.1,13058,High
951,33.0,Male,Married,Bandung,SMA,12.0,41.6,Finance,9.8,56.5,6.5,8808,Low
952,38.0,Male,Married,Bandung,S1,6.0,45.9,HR,6.8,81.6,14.4,8340,Low
953,25.0,Female,Married,Surabaya,SMA,18.0,44.0,HR,8.8,79.9,10.8,13215,High
954,47.0,Female,Married,Bandung,SMA,20.0,38.6,IT,9.9,68.3,11.9,12498,High
955,34.0,Male,Married,Surabaya,SMA,10.0,34.1,Finance,4.2,71.4,17.2,7006,Low
956,44.0,Female,Single,Surabaya,S1,7.0,42.2,Sales,6.6,79.6,11.8,8351,Low
957,38.0,Male,Married,Surabaya,S1,9.0,45.6,Sales,9.5,84.2,10.4,9929,High
958,39.0,Female,Single,Surabaya,D3,14.0,43.8,Marketing,6.2,57.5,9.6,9844,High
